Feature ID	Taxon	Confidence
8bbb0809328df676ba742a7681ae81a6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.979311808875919
d7e2ca41652d0a5e92e00bed2d0750c6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__producta	0.9998311298078264
04d6365d9236421f3b37aa1d4afb57f8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.9753707617879785
544bd78b66ccf772d9f18c1c6209fedc	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.839426529194244
22d4e6f4d3591a93f4e8651abfb36fc9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.9991371406374328
5cd7ee4bbb4be44a993622a134633cde	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9999999999898186
dceeee652996dbc64ea4ab1fbdcafa38	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__formicigenerans	0.9999982251302958
cc7ddea1a90b06fe3ae8017d0b304645	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0.9844861979296247
14510c3b223846ea78c11e8a84ab3dd3	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__	0.9999999999975131
f1ac1e0ec2af677184cc59d7c8d9f3d5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.9396883893466424
880ab6d39c59f4a6f6dc90023f9f3370	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__biforme	0.9999999998340314
a88d010876e20ed5ce14dce67ee70be7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.9752139644129093
d8524138c10aedd4abcac89f1df9d98f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.9807309634398783
47b6a37fc27f0dc24a96393dbb00659c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.8648705192043208
b6da483d56d1286c38a5b971e63897b3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.9998837365716685
3d53b41b464c8d9820d81f8d1f76b57f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus	0.9903136643433872
fe7fafb489edfe9060103157845adf8d	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	0.9999999540740713
4934401f4f6e1cad497125a30296803d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.9305895466531886
bfba8bb8f356838057b7f25e18373d38	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	0.9970183623131218
aa96bd72d0e5f5ae5374e2ea43dc71f4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__	0.9863136993749068
314dbbd543990cb6635d3eb59ad3ef44	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__	0.9999419491112264
a91d65f80947b53c4e0bf9cd04bce4ee	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__02d06; s__	0.8309892474554637
cc20f29f33eebdc66b7d4b7d1f6d2c5e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.9988155187584364
fc6e76359d805fbc395b3742c3e08517	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.9997800213876111
